ExamID,FinalGrade,PSS_Stress,StudyID,TotalQuestions,avg_durationperquestion,avg_tbd,decision_time_efficiency,good_decision_time_efficiency,maxduration,median_tbd,minduration,num_decisions_made,question_enter_count,ratio_decisions,ratio_good_decisions,totalduration,variance_tbd
2311,0.7870370370370371,26,2015.01.164,108,99833.33333,25132.86713,87658.53659,122522.72727,482000.0,11000.0,12000.0,123,288,0.28671,0.71545,10782000.0,1776489314.42389
2311,0.7129629629629629,26,2015.01.15,108,98564.81481,16580.99688,64515.15152,105396.0396,510000.0,5000.0,7000.0,165,277,0.36105,0.61212,10645000.0,894287501.03275
2311,0.6203703703703703,22,2015.01.14,108,69879.62963,12172.58065,35102.32558,63957.62712,389000.0,6000.0,5000.0,215,244,0.46436,0.54884,7547000.0,297438665.38121
2311,0.5648148148148148,5,2015.01.2,108,79907.40741,15662.43194,68492.06349,123285.71429,529000.0,7000.0,7000.0,126,416,0.22951,0.55556,8630000.0,641420386.0749
2311,0.5185185185185185,37,2015.01.13,108,84370.37037,19553.64807,59168.83117,128338.02817,557000.0,6000.0,9000.0,154,179,0.4375,0.46104,9112000.0,1383073459.78125
2311,0.6296296296296297,37,2015.01.11,108,97583.33333,29113.25967,69335.52632,130111.11111,457000.0,14000.0,6000.0,152,190,0.42938,0.53289,10539000.0,1658904034.22047
2311,0.7129629629629629,22,2015.01.10,108,98453.7037,34522.72727,92460.86957,134594.93671,478000.0,13000.0,4000.0,115,158,0.37582,0.68696,10633000.0,3004589058.3358
2311,0.5925925925925926,25,2015.01.151,108,72333.33333,11471.36564,52783.78378,96444.44444,393000.0,2000.0,14000.0,148,491,0.21861,0.5473,7812000.0,525393664.1617
2710,0.49504950495049505,24,2016.01.68,101,98514.85149,11573.08585,84322.0339,171551.72414,318000.0,4000.0,11000.0,118,492,0.18971,0.49153,9950000.0,336435418.80563
2710,0.4752475247524752,25,2016.01.57,101,90950.49505,20877.27273,60834.43709,145809.52381,659000.0,9000.0,13000.0,151,228,0.38325,0.41722,9186000.0,1308253696.41748
2710,0.49504950495049505,27,2016.01.121,101,98564.35644,20309.5723,76576.92308,163196.72131,581000.0,7000.0,13000.0,130,219,0.36415,0.46923,9955000.0,1016977438.79629
2710,0.55,25,2016.01.120,100,99640.0,13379.35657,75484.84848,150969.69697,301000.0,4000.0,7000.0,132,319,0.26559,0.5,9964000.0,453156566.5653
2710,0.42574257425742573,30,2016.01.114,101,48346.53465,14319.64809,42460.86957,103893.61702,455000.0,3000.0,7000.0,115,171,0.37459,0.4087,4883000.0,853382818.69932
2710,0.45544554455445546,28,2016.01.29,101,74693.06931,19002.51889,59401.5748,134714.28571,385000.0,4000.0,9000.0,127,270,0.32152,0.44094,7544000.0,1009103528.9927
2710,0.5247524752475248,30,2016.01.25,101,78910.89109,15908.18363,64796.74797,122615.38462,442000.0,7000.0,10000.0,123,260,0.31061,0.52846,7970000.0,741795552.89421
2710,0.5643564356435643,21,2016.01.6,101,83732.67327,17993.61702,60841.72662,115849.31507,299000.0,5000.0,8000.0,139,258,0.33985,0.52518,8457000.0,716820854.6931
2710,0.5148514851485149,33,2016.01.15,101,76792.07921,12291.60063,54619.71831,114058.82353,281000.0,4000.0,11000.0,142,440,0.24232,0.47887,7756000.0,349632294.41803
2719,0.5363636363636364,23,2017.01.9,110,87918.18182,15448.88179,94813.72549,161183.33333,519000.0,2000.0,13000.0,102,467,0.17895,0.58824,9671000.0,1400260582.7476
2719,0.6545454545454545,29,2017.01.8,110,57963.63636,13146.39175,53133.33333,81743.58974,489000.0,3000.0,6000.0,120,313,0.26966,0.65,6376000.0,790563235.92059
2719,0.7,25,2017.01.7,110,85490.90909,10554.43322,64410.9589,100042.55319,447000.0,3000.0,13000.0,146,610,0.1867,0.64384,9404000.0,550323719.08851
2719,0.6090909090909091,28,2017.01.5,110,76463.63636,30585.45455,82460.78431,125537.31343,426000.0,11000.0,6000.0,102,143,0.408,0.65686,8411000.0,1764331174.51891
2719,0.7623762376237624,24,2017.01.4,101,98683.16832,26298.15303,92287.03704,127782.05128,879000.0,9000.0,7000.0,108,226,0.28571,0.72222,9967000.0,2173246848.43154
2719,0.6363636363636364,18,2017.01.59,110,76872.72727,20425.12077,71058.82353,114270.27027,692000.0,8000.0,5000.0,119,259,0.32162,0.62185,8456000.0,1857562176.1355
2719,0.6545454545454545,26,2017.01.58,110,63672.72727,15668.9038,58366.66667,89794.87179,453000.0,6000.0,11000.0,120,291,0.30691,0.65,7004000.0,630795959.10956
2719,0.6545454545454545,21,2017.01.3,110,58245.45455,10914.82112,45439.71631,75376.47059,332000.0,4000.0,6000.0,141,290,0.28543,0.60284,6407000.0,289699216.81948
2719,0.7636363636363637,26,2017.01.2,110,89481.81818,20592.05021,80680.32787,108164.83516,522000.0,9000.0,10000.0,122,282,0.28842,0.7459,9843000.0,1091466351.76267
2719,0.6909090909090909,22,2017.01.57,110,76127.27273,10667.51592,72817.3913,102121.95122,227000.0,4000.0,15000.0,115,520,0.17941,0.71304,8374000.0,277099772.52047
2719,0.7090909090909091,11,2017.01.55,110,77500.0,16300.1912,54299.36306,82766.99029,362000.0,6000.0,6000.0,157,328,0.34279,0.65605,8525000.0,641260287.31969
2719,0.7181818181818181,24,2017.01.54,110,55745.45455,16800.0,54750.0,73879.51807,279000.0,10000.0,7000.0,112,171,0.38225,0.74107,6132000.0,360869230.76923
2719,0.5727272727272728,33,2016.01.159,110,69181.81818,9224.24242,65042.73504,110289.85507,287000.0,3000.0,3000.0,117,563,0.16525,0.58974,7610000.0,245921741.68873
2719,0.44545454545454544,26,2016.01.158,110,57236.36364,11104.05644,49968.25397,108551.72414,388000.0,3000.0,2000.0,126,341,0.252,0.46032,6296000.0,369782439.34663
2719,0.6,43,2017.01.52,110,78918.18182,17327.34531,65270.67669,118917.80822,606000.0,5000.0,1000.0,133,304,0.3009,0.54887,8681000.0,806644630.73852
2719,0.6454545454545455,25,2017.01.50,110,31736.36364,14020.08032,32324.07407,49169.01408,131000.0,8000.0,4000.0,108,138,0.46552,0.65741,3491000.0,277931046.76772
2719,0.5454545454545454,27,2016.01.155,110,64709.09091,16947.61905,64126.12613,109507.69231,266000.0,6000.0,7000.0,111,166,0.38408,0.58559,7118000.0,847443550.40346
2719,0.5,22,2017.01.129,110,48336.36364,10146.94656,43227.64228,81800.0,246000.0,4000.0,3000.0,123,350,0.27033,0.52846,5317000.0,260125592.95316
2719,0.7545454545454545,22,2017.01.128,110,90581.81818,16442.24422,76646.15385,102721.64948,358000.0,7000.0,4000.0,130,273,0.27601,0.74615,9964000.0,670333022.39315
2719,0.6909090909090909,25,2017.01.127,110,65509.09091,24762.8866,68628.57143,92384.61538,813000.0,12000.0,5000.0,105,149,0.44118,0.74286,7206000.0,1675140135.0871
2719,0.7,24,2017.01.126,110,64445.45455,13765.04854,51744.52555,76225.80645,299000.0,8000.0,8000.0,137,177,0.4377,0.67883,7089000.0,305172316.87507
2719,0.5700934579439252,26,2017.01.125,107,90457.94393,13062.07827,63677.63158,124089.74359,547000.0,6000.0,3000.0,152,492,0.20822,0.51316,9679000.0,315612357.29657
2719,0.6605504587155964,23,2017.01.124,109,55045.87156,12345.67901,53571.42857,77922.07792,264000.0,4000.0,6000.0,112,181,0.34251,0.6875,6000000.0,416919434.89882
2719,0.7272727272727273,23,2017.01.123,110,79190.90909,13871.01911,64525.92593,94684.78261,490000.0,6000.0,9000.0,135,322,0.24281,0.68148,8711000.0,514386846.16869
2719,0.6818181818181818,18,2017.01.122,110,85227.27273,20118.02575,80128.20513,117187.5,666000.0,3500.0,3000.0,117,325,0.27273,0.68376,9375000.0,2370246255.01869
2719,0.6272727272727273,14,2017.01.121,110,38772.72727,8941.29979,36452.99145,56118.42105,563000.0,3000.0,4000.0,117,240,0.29323,0.64957,4265000.0,404878899.98767
2719,0.7090909090909091,28,2017.01.120,110,87536.36364,15915.70248,66868.05556,105813.18681,422000.0,5000.0,10000.0,144,326,0.31304,0.63194,9629000.0,743203147.06365
2719,0.5272727272727272,31,2017.01.49,110,71972.72727,13768.69565,61372.09302,114739.13043,507000.0,5000.0,8000.0,129,239,0.35635,0.53488,7917000.0,637749540.97864
2719,0.5818181818181818,22,2017.01.48,110,87172.72727,11267.92009,73761.53846,124532.46753,478000.0,4000.0,7000.0,130,431,0.21311,0.59231,9589000.0,343902252.02184
2719,0.7909090909090909,26,2017.01.47,110,89936.36364,13496.58936,92457.94393,113712.64368,620000.0,4000.0,12000.0,107,580,0.15923,0.81308,9893000.0,620263991.08388
2719,0.6909090909090909,12,2017.01.46,110,75445.45455,16664.65863,75445.45455,103737.5,478000.0,6000.0,6000.0,110,282,0.28061,0.72727,8299000.0,877225348.07237
2719,0.6363636363636364,32,2017.01.45,110,89690.90909,19575.39683,77685.03937,123325.0,575000.0,7500.0,6000.0,127,235,0.32398,0.62992,9866000.0,842252753.32134
2719,0.6181818181818182,22,2017.01.44,110,62063.63636,13736.41851,58853.44828,93520.54795,309000.0,6000.0,7000.0,116,287,0.29517,0.62931,6827000.0,419388046.01804
2719,0.8,24,2017.01.41,110,89118.18182,11796.63057,80352.45902,102114.58333,537000.0,3000.0,14000.0,122,526,0.17862,0.78689,9803000.0,479210398.27179
2719,0.6363636363636364,25,2017.01.40,110,59045.45455,13819.14894,60138.88889,88972.60274,659000.0,3000.0,8000.0,108,280,0.25532,0.67593,6495000.0,1446156988.61316
2719,0.6454545454545455,24,2017.01.118,110,64572.72727,18212.82051,61765.21739,94706.66667,377000.0,8000.0,11000.0,115,232,0.31421,0.65217,7103000.0,648306776.08595
2719,0.5181818181818182,23,2017.01.117,110,76290.90909,16200.7722,61255.47445,116555.55556,658000.0,7000.0,1000.0,137,331,0.29211,0.52555,8392000.0,1047387078.70623
2719,0.5818181818181818,21,2017.01.116,110,35372.72727,12009.25926,33834.78261,55585.71429,177000.0,5000.0,7000.0,115,192,0.37582,0.6087,3891000.0,286758427.93258
2719,0.6090909090909091,26,2016.01.57,110,55709.09091,12134.65347,42555.55556,78564.10256,231000.0,6000.0,3000.0,144,309,0.30835,0.54167,6128000.0,365783419.77055
2719,0.7181818181818181,25,2017.01.115,110,77427.27273,11032.38342,58737.93103,86908.16327,484000.0,4000.0,7000.0,145,349,0.25483,0.67586,8517000.0,435530726.86707
2719,0.45454545454545453,31,2017.01.114,110,29890.90909,10307.21003,26731.70732,59781.81818,111000.0,4000.0,7000.0,123,137,0.4786,0.44715,3288000.0,164987086.21675
2719,0.7181818181818181,21,2017.01.113,110,64781.81818,15161.70213,63625.0,85855.42169,359000.0,5000.0,11000.0,112,257,0.32464,0.74107,7126000.0,585095331.85138
2719,0.7090909090909091,21,2017.01.111,110,72263.63636,15227.96935,71612.61261,99362.5,348000.0,5000.0,2000.0,111,257,0.30081,0.72072,7949000.0,758506471.49234
2719,0.7272727272727273,18,2017.01.39,110,61745.45455,16366.26506,62888.88889,82829.26829,310000.0,6000.0,8000.0,108,174,0.32143,0.75926,6792000.0,620894511.37885
2719,0.7363636363636363,27,2017.01.38,110,86054.54545,16491.2892,77590.16393,106359.55056,419000.0,5000.0,8000.0,122,374,0.2635,0.72951,9466000.0,833761704.09423
2719,0.33636363636363636,22,2017.01.37,110,34327.27273,9936.84211,28606.06061,72615.38462,109000.0,3000.0,5000.0,132,132,0.5259,0.39394,3776000.0,234064602.13859
2719,0.6818181818181818,26,2017.01.36,110,64445.45455,13007.33945,62734.51327,92064.93506,323000.0,5000.0,11000.0,113,263,0.23941,0.68142,7089000.0,463264651.91581
2719,0.5727272727272728,18,2017.01.35,110,67227.27273,15310.55901,62142.85714,107173.91304,376000.0,6000.0,8000.0,119,187,0.34294,0.57983,7395000.0,726716631.01467
2719,0.5181818181818182,27,2017.01.99,110,59636.36364,15508.27423,52903.22581,105806.45161,305000.0,6000.0,2000.0,124,186,0.3949,0.5,6560000.0,639534883.98149
2719,0.7,28,2017.01.33,110,89727.27273,15022.83105,75923.07692,107282.6087,1282000.0,7000.0,8000.0,130,326,0.26915,0.70769,9870000.0,933854660.87538
2719,0.38181818181818183,31,2017.01.98,110,49081.81818,15786.54971,37493.05556,96410.71429,228000.0,5000.0,2000.0,144,186,0.4472,0.38889,5399000.0,637470434.39488
2719,0.6545454545454545,23,2017.01.97,110,82118.18182,25956.89655,80651.78571,120440.0,431000.0,12000.0,11000.0,112,236,0.34251,0.66964,9033000.0,1291666724.6348
2719,0.6363636363636364,13,2017.01.31,110,90127.27273,13451.83175,86208.69565,130447.36842,343000.0,7000.0,15000.0,115,355,0.21536,0.66087,9914000.0,294818668.51513
2719,0.6818181818181818,21,2017.01.96,110,74100.0,16302.0,68495.79832,101887.5,318000.0,8000.0,9000.0,119,288,0.29455,0.67227,8151000.0,568852501.002
2719,0.6454545454545455,27,2017.01.95,110,90745.45455,15769.35229,66546.66667,110911.11111,647000.0,7000.0,6000.0,150,377,0.27422,0.6,9982000.0,512225198.47221
2719,0.5727272727272728,26,2017.01.30,110,90590.90909,13286.66667,68253.42466,121524.39024,337000.0,5000.0,14000.0,146,444,0.24497,0.56164,9965000.0,494610636.40409
2719,0.6545454545454545,24,2017.01.94,110,65545.45455,12324.78632,52627.73723,80111.11111,414000.0,5000.0,5000.0,137,278,0.30787,0.65693,7210000.0,380315566.09296
2719,0.5181818181818182,29,2017.01.93,110,90163.63636,11935.01805,60109.09091,112704.54545,456000.0,4000.0,7000.0,165,441,0.28205,0.53333,9918000.0,416889748.16233
2719,0.45454545454545453,31,2017.01.91,110,48472.72727,9624.54874,45186.44068,95214.28571,316000.0,4000.0,2000.0,118,268,0.2928,0.47458,5332000.0,235497117.78876
2719,0.5818181818181818,38,2017.01.109,110,70509.09091,8656.25,59661.53846,102052.63158,301000.0,3500.0,6000.0,130,442,0.1949,0.58462,7756000.0,171714106.14525
2719,0.7090909090909091,22,2017.01.108,110,89800.0,18158.08824,88990.99099,120463.41463,325000.0,7000.0,5000.0,111,279,0.24612,0.73874,9878000.0,816619529.30343
2719,0.4636363636363636,35,2017.01.107,110,61309.09091,16570.02457,51876.92308,116275.86207,260000.0,4000.0,8000.0,130,249,0.35422,0.44615,6744000.0,895329444.08807
2719,0.5272727272727272,29,2017.01.106,110,90172.72727,13331.98925,62383.6478,120963.41463,318000.0,5000.0,1000.0,159,253,0.38499,0.51572,9919000.0,502822340.04834
2719,0.7636363636363637,31,2017.01.105,110,90681.81818,15113.63636,81097.56098,112078.65169,426000.0,8000.0,9000.0,123,440,0.22162,0.72358,9975000.0,535885397.98593
2719,0.44036697247706424,29,2017.01.104,109,75853.21101,17973.91304,77271.02804,162117.64706,311000.0,6000.0,2000.0,107,253,0.29235,0.47664,8268000.0,1020308686.17978
2719,0.6090909090909091,31,2017.01.103,110,66481.81818,13746.2406,54170.37037,96223.68421,378000.0,6000.0,8000.0,135,332,0.28723,0.56296,7313000.0,525153940.64257
2719,0.6363636363636364,32,2017.01.101,110,69845.45455,12574.46809,60496.06299,98500.0,395000.0,6000.0,4000.0,127,294,0.28285,0.61417,7683000.0,437677642.13464
2719,0.6181818181818182,33,2017.01.160,110,88000.0,12145.5458,50416.66667,89629.62963,623000.0,4000.0,9000.0,192,395,0.2986,0.5625,9680000.0,404589342.57234
2719,0.5636363636363636,28,2017.01.29,110,68909.09091,13298.24561,53758.86525,99736.84211,562000.0,3000.0,1000.0,141,392,0.27647,0.53901,7580000.0,908543582.15398
2719,0.7363636363636363,25,2017.01.28,110,90436.36364,12388.54296,73688.88889,106967.74194,431000.0,4000.0,11000.0,135,647,0.18342,0.68889,9948000.0,406986003.23599
2719,0.6363636363636364,30,2017.01.27,110,90381.81818,13453.31529,77069.76744,125848.10127,317000.0,4000.0,8000.0,129,371,0.24112,0.6124,9942000.0,542527289.12946
2719,0.7075471698113207,18,2017.01.24,106,71830.18868,13743.68231,64525.42373,92853.65854,289000.0,6000.0,2000.0,118,242,0.28434,0.69492,7614000.0,471706334.3365
2719,0.7818181818181819,15,2017.01.89,110,53172.72727,13114.34978,54157.40741,66465.90909,320000.0,6000.0,6000.0,108,288,0.28496,0.81481,5849000.0,368137456.54255
2719,0.5412844036697247,29,2017.01.88,109,88036.69725,13109.28962,82724.13793,149937.5,560000.0,4000.0,14000.0,116,612,0.16984,0.55172,9596000.0,490792417.00492
2719,0.5727272727272728,21,2017.01.22,110,63936.36364,13048.23748,61156.52174,104970.14925,306000.0,4000.0,6000.0,115,283,0.29487,0.58261,7033000.0,505086888.15168
2719,0.6272727272727273,37,2017.01.86,110,90245.45455,18589.88764,82041.32231,128922.07792,304000.0,8000.0,8000.0,121,290,0.23587,0.63636,9927000.0,716426239.01174
2719,0.6,35,2017.01.85,110,60200.0,12661.56788,46633.80282,79783.13253,259000.0,5000.0,10000.0,142,270,0.34466,0.58451,6622000.0,461733903.28418
2719,0.8181818181818182,19,2017.01.83,110,89790.90909,13911.26761,87407.07965,108538.46154,972000.0,6000.0,17000.0,113,450,0.20215,0.80531,9877000.0,821900437.03689
2719,0.37383177570093457,26,2017.01.82,107,59467.28972,19760.86957,44496.5035,106050.0,180000.0,12000.0,11000.0,143,172,0.46129,0.41958,6363000.0,500076594.88013
2719,0.5727272727272728,31,2016.01.121,110,66881.81818,15553.91121,56592.30769,102180.55556,509000.0,6000.0,9000.0,130,272,0.34031,0.55385,7357000.0,634192532.33956
2719,0.45454545454545453,30,2017.01.81,110,70509.09091,13583.18739,63056.91057,131457.62712,327000.0,5000.0,6000.0,123,282,0.29009,0.47967,7756000.0,449910172.98061
2719,0.6481481481481481,20,2016.01.120,108,92527.77778,12429.10448,82586.77686,124912.5,497000.0,4000.0,1000.0,121,421,0.22202,0.66116,9993000.0,430633821.86205
2719,0.4636363636363636,30,2017.01.159,110,50127.27273,16558.55856,46728.81356,95068.96552,241000.0,5000.0,6000.0,118,183,0.37942,0.49153,5514000.0,867283458.15695
2719,0.6545454545454545,26,2017.01.157,110,89654.54545,16715.25424,70949.64029,118819.27711,482000.0,7000.0,6000.0,139,334,0.26577,0.59712,9862000.0,631039325.48704
2719,0.7363636363636363,26,2017.01.156,110,89545.45455,23014.01869,76356.58915,104787.23404,864000.0,6000.0,6000.0,129,228,0.35537,0.72868,9850000.0,2099967016.13079
2719,0.6,28,2017.01.155,110,90381.81818,10113.93693,80177.41935,129116.88312,360000.0,4000.0,6000.0,124,390,0.19225,0.62097,9942000.0,251754825.93084
2719,0.7636363636363637,22,2017.01.154,110,90136.36364,10931.64278,73444.44444,102216.49485,435000.0,3000.0,5000.0,135,531,0.1875,0.71852,9915000.0,682500840.89653
2719,0.37272727272727274,21,2017.01.153,110,69390.90909,22785.07463,73394.23077,177511.62791,328000.0,2000.0,8000.0,104,231,0.33227,0.41346,7633000.0,1759336902.31477
2719,0.6454545454545455,44,2017.01.152,110,90572.72727,22694.76082,96728.15534,140323.94366,673000.0,8000.0,7000.0,103,281,0.24939,0.68932,9963000.0,1540591547.83079
2719,0.509090909090909,24,2017.01.151,110,64572.72727,15890.38031,59191.66667,118383.33333,375000.0,3000.0,6000.0,120,200,0.30848,0.5,7103000.0,687940871.3797
2719,0.6545454545454545,28,2017.01.150,110,81154.54545,12129.07609,67120.30075,108865.85366,580000.0,3000.0,7000.0,133,484,0.22391,0.61654,8927000.0,916128894.92755
2719,0.6181818181818182,25,2017.01.19,110,89354.54545,14224.31259,77393.70079,126012.82051,932000.0,5000.0,9000.0,127,289,0.26514,0.61417,9829000.0,910156857.31664
2719,0.6727272727272727,17,2017.01.18,110,61645.45455,14741.30435,56041.32231,83716.04938,196000.0,8000.0,13000.0,121,298,0.2995,0.66942,6781000.0,414959074.54769
2719,0.3181818181818182,27,2017.01.15,110,63709.09091,14360.65574,29078.83817,81488.37209,198000.0,2000.0,1000.0,241,182,0.57245,0.35685,7008000.0,611668428.31655
2719,0.7307692307692307,34,2016.01.119,104,50240.38462,14275.95628,42137.09677,60755.81395,198000.0,7000.0,6000.0,124,148,0.46617,0.69355,5225000.0,370512680.58986
2719,0.7545454545454545,28,2017.01.13,110,72563.63636,11720.99853,70637.16814,90704.54545,330000.0,5000.0,11000.0,113,332,0.24094,0.77876,7982000.0,341039690.76617
2719,0.5818181818181818,21,2017.01.12,110,52290.90909,12984.19865,52290.90909,85850.74627,235000.0,4000.0,2000.0,110,320,0.27228,0.60909,5752000.0,463961288.21384
2719,0.6363636363636364,28,2017.01.11,110,87309.09091,19093.43936,81389.83051,123128.20513,419000.0,7000.0,3000.0,118,256,0.26637,0.66102,9604000.0,688443442.92809
2719,0.6818181818181818,20,2017.01.10,110,84481.81818,12979.05028,64986.01399,108058.13953,1888000.0,3000.0,1000.0,143,419,0.23404,0.6014,9293000.0,4646286273.78208
2719,0.7272727272727273,19,2017.01.75,110,55445.45455,13116.12903,51252.10084,67766.66667,223000.0,7000.0,2000.0,119,264,0.2761,0.7563,6099000.0,233314071.19021
2719,0.6181818181818182,23,2017.01.72,110,79409.09091,11615.69149,68779.52756,107839.50617,348000.0,4000.0,9000.0,127,434,0.21897,0.6378,8735000.0,313022549.72094
2719,0.5,24,2017.01.71,110,52163.63636,11384.92063,46650.4065,89656.25,303000.0,4000.0,8000.0,123,294,0.28146,0.52033,5738000.0,417485736.3754
2719,0.5533980582524272,24,2016.01.170,103,75592.23301,20930.10753,58984.84848,108138.88889,342000.0,10000.0,1000.0,132,232,0.36066,0.54545,7786000.0,1032884589.74582
2719,0.6818181818181818,27,2016.01.25,110,37945.45455,9961.81384,35675.21368,52835.44304,221000.0,5000.0,5000.0,117,230,0.33524,0.67521,4174000.0,229051169.90785
2719,0.6181818181818182,22,2016.01.6,110,54418.18182,13573.69615,44340.74074,71261.90476,302000.0,5000.0,5000.0,135,264,0.34615,0.62222,5986000.0,421899670.1711
2719,0.5,28,2017.01.68,110,54363.63636,12032.19316,45303.0303,92000.0,210000.0,4000.0,12000.0,132,294,0.30626,0.49242,5980000.0,404498961.511
2719,0.6181818181818182,20,2017.01.64,110,56800.0,12446.21514,57321.10092,90550.72464,453000.0,5000.0,7000.0,109,315,0.23747,0.63303,6248000.0,477892310.99554
2719,0.43636363636363634,50,2017.01.62,110,63327.27273,15077.92208,60573.91304,131433.96226,283000.0,3000.0,2000.0,115,195,0.31507,0.46087,6966000.0,870727103.6989
2719,0.6,26,2017.01.61,110,77281.81818,11503.38295,67468.25397,107607.59494,297000.0,4000.0,6000.0,126,454,0.22261,0.62698,8501000.0,394645991.25017
2719,0.6363636363636364,37,2017.01.60,110,53918.18182,9722.95082,46700.7874,75075.94937,268000.0,6000.0,6000.0,127,246,0.27669,0.62205,5931000.0,185829521.65603
2719,0.5636363636363636,26,2016.01.164,110,90854.54545,12055.48854,55522.22222,105200.0,315000.0,6000.0,10000.0,180,516,0.26125,0.52778,9994000.0,313137013.92167
2719,0.5454545454545454,17,2016.01.160,110,63909.09091,10086.08321,63909.09091,111587.30159,247000.0,2000.0,7000.0,110,587,0.16897,0.57273,7030000.0,394736831.90686
2719,0.12727272727272726,35,2017.01.138,110,41718.18182,17515.26718,37925.61983,229450.0,116000.0,7000.0,1000.0,121,141,0.4879,0.16529,4589000.0,517630034.21953
2719,0.36633663366336633,19,2017.01.137,101,71821.78218,13189.09091,54954.54545,154340.42553,234000.0,6000.0,9000.0,132,193,0.40367,0.35606,7254000.0,325428660.37423
2719,0.6090909090909091,18,2017.01.136,110,71536.36364,13732.98429,65033.05785,102194.80519,284000.0,7000.0,12000.0,121,280,0.29803,0.63636,7869000.0,317003752.79171
2719,0.41818181818181815,32,2017.01.134,110,89700.0,24544.77612,75320.61069,186169.81132,331000.0,4000.0,6000.0,131,229,0.34474,0.40458,9867000.0,1900602728.25399
2719,0.32727272727272727,25,2017.01.133,110,74909.09091,21798.9418,58028.16901,168163.26531,371000.0,7000.0,3000.0,142,207,0.40341,0.34507,8240000.0,1095423659.35469
2719,0.2909090909090909,27,2017.01.132,110,60781.81818,15264.84018,58649.12281,175947.36842,308000.0,5000.0,10000.0,114,292,0.30159,0.33333,6686000.0,673321003.52131
