ExamID,FinalGrade,PSS_Stress,StudyID,TotalQuestions,avg_durationperquestion,avg_tbd,decision_time_efficiency,good_decision_time_efficiency,maxduration,median_tbd,minduration,num_decisions_made,question_enter_count,ratio_decisions,ratio_good_decisions,totalduration,variance_tbd
2262,0.64,21,2016.01.32,100,81440.0,24530.12048,67866.66667,114704.22535,391000.0,13000.0,17000.0,120,186,0.37736,0.59167,8144000.0,1032358606.63197
2167,0.48514851485148514,26,2016.01.129,101,65188.11881,14598.66962,51437.5,115508.77193,436000.0,5000.0,7000.0,128,306,0.28571,0.44531,6584000.0,519605242.67061
2167,0.45544554455445546,24,2016.01.31,101,79594.05941,18438.07339,69301.72414,167479.16667,389000.0,5000.0,11000.0,116,260,0.26728,0.41379,8039000.0,742163972.37161
2167,0.46534653465346537,21,2016.01.128,101,73465.34653,14664.03162,49139.07285,127931.03448,530000.0,3000.0,11000.0,151,292,0.29901,0.38411,7420000.0,629510664.10989
2262,0.48,20,2016.01.128,100,88720.0,19802.66075,68246.15385,155649.12281,664000.0,5000.0,8000.0,130,174,0.35813,0.43846,8872000.0,1354985415.12688
2167,0.5445544554455446,28,2016.01.30,101,98376.23762,20962.02532,66240.0,139943.66197,458000.0,4000.0,7000.0,150,259,0.31847,0.47333,9936000.0,1150294537.9613
2167,0.6732673267326733,21,2016.01.126,101,92485.14851,24711.64021,76565.57377,121311.68831,575000.0,14000.0,1000.0,122,241,0.3262,0.63115,9341000.0,1029600978.20442
2262,0.66,17,2016.01.126,100,99500.0,22768.87872,75378.78788,125949.36709,412000.0,9000.0,11000.0,132,203,0.36975,0.59848,9950000.0,973467102.63892
2167,0.6435643564356436,30,2016.01.124,101,80178.21782,18573.3945,39120.77295,101225.0,313000.0,2000.0,9000.0,207,202,0.47586,0.38647,8098000.0,1019964715.80724
2167,0.7029702970297029,24,2016.01.122,101,55960.39604,15358.69565,46327.86885,74368.42105,252000.0,7000.0,5000.0,122,182,0.33333,0.62295,5652000.0,414672076.76816
2262,0.73,21,2016.01.122,100,80710.0,10678.10026,60231.34328,97240.96386,411000.0,2000.0,7000.0,134,428,0.21613,0.6194,8071000.0,430696772.07976
2167,0.4752475247524752,33,2016.01.121,101,85663.36634,12033.37969,65545.45455,151789.47368,341000.0,3000.0,7000.0,132,576,0.18436,0.43182,8652000.0,493656265.85981
2262,0.45,26,2016.01.120,100,99290.0,16452.14521,89450.45045,202632.65306,412000.0,4000.0,3000.0,111,320,0.2517,0.44144,9929000.0,829620020.18384
2167,0.7425742574257426,22,2016.01.28,101,70306.93069,17447.17445,63972.97297,87666.66667,242000.0,9000.0,10000.0,111,228,0.27407,0.72973,7101000.0,559370971.06063
2262,0.71,26,2016.01.28,100,89620.0,18252.54582,78614.03509,116389.61039,454000.0,8000.0,13000.0,114,221,0.30319,0.67544,8962000.0,766585070.03616
2167,0.6237623762376238,29,2016.01.27,101,91217.82178,19153.84615,58310.12658,122840.0,484000.0,7000.0,5000.0,158,243,0.33124,0.47468,9213000.0,731997115.38461
2262,0.45,30,2016.01.27,100,99900.0,13722.52747,63630.57325,172241.37931,370000.0,4000.0,10000.0,157,314,0.27544,0.36943,9990000.0,528618914.09828
2262,0.45,21,2016.01.26,100,99680.0,25299.49239,84474.57627,195450.98039,401000.0,11000.0,9000.0,118,228,0.31806,0.4322,9968000.0,1244592009.91979
2167,0.5544554455445545,33,2016.01.25,101,68386.13861,16523.92344,58533.89831,113229.5082,419000.0,4000.0,7000.0,118,249,0.28365,0.51695,6907000.0,865784797.99892
2167,0.6336633663366337,19,2016.01.24,101,64950.49505,14577.77778,47883.21168,85194.80519,289000.0,6000.0,8000.0,137,253,0.30649,0.56204,6560000.0,493954961.64316
2167,0.6732673267326733,32,2016.01.23,101,97801.9802,19217.89883,79024.0,123475.0,611000.0,10000.0,15000.0,125,375,0.24462,0.64,9878000.0,713535273.5492
2167,0.3069306930693069,29,2016.01.119,101,69722.77228,22284.81013,60188.03419,207117.64706,486000.0,8500.0,13000.0,117,198,0.37621,0.2906,7042000.0,1175963070.12256
2262,0.53,34,2016.01.119,100,91690.0,28386.9969,75776.8595,155406.77966,433000.0,12000.0,17000.0,121,128,0.48594,0.4876,9169000.0,1592939830.39441
2262,0.7,26,2016.01.21,100,87980.0,18719.14894,69825.39683,112794.87179,375000.0,5000.0,2000.0,126,175,0.32984,0.61905,8798000.0,1139038225.28694
2167,0.5841584158415841,27,2016.01.118,101,75455.44554,18957.71144,68044.64286,127016.66667,163000.0,7000.0,22000.0,112,257,0.28,0.53571,7621000.0,686574267.06865
2167,0.4752475247524752,33,2016.01.20,101,87544.55446,18812.76596,66481.20301,152448.27586,566000.0,5000.0,9000.0,133,288,0.28419,0.43609,8842000.0,831602395.31824
2262,0.52,23,2016.01.20,100,96890.0,21920.81448,70722.62774,144611.9403,359000.0,8000.0,11000.0,137,224,0.33172,0.48905,9689000.0,942163783.4621
2167,0.3564356435643564,38,2016.01.117,101,65584.15842,27147.54098,62490.56604,174315.78947,221000.0,9500.0,2000.0,106,138,0.44167,0.35849,6624000.0,1133722998.04358
2262,0.56,17,2016.01.116,100,88520.0,22639.38619,72557.37705,147533.33333,312000.0,7000.0,6000.0,122,218,0.32973,0.4918,8852000.0,1045026034.49407
2167,0.5247524752475248,39,2016.01.115,101,69237.62376,13986.0,60808.69565,122684.21053,315000.0,5000.0,5000.0,115,291,0.23046,0.49565,6993000.0,441031867.73547
2167,0.44554455445544555,32,2016.01.114,101,66574.25743,10969.00489,43380.64516,120071.42857,301000.0,2000.0,13000.0,155,444,0.25368,0.36129,6724000.0,623415704.4003
2262,0.35,18,2016.01.114,100,73950.0,16506.69643,58690.47619,180365.85366,323000.0,2500.0,16000.0,126,244,0.3198,0.3254,7395000.0,1135999955.05753
2167,0.6633663366336634,27,2016.01.113,101,88267.32673,19049.1453,55030.8642,104882.35294,467000.0,5000.0,2000.0,162,268,0.34764,0.52469,8915000.0,1089430127.74758
2262,0.5,28,2016.01.113,100,98460.0,19810.86519,78142.85714,175821.42857,1102000.0,4000.0,3000.0,126,250,0.28966,0.44444,9846000.0,1375439962.35477
2167,0.4752475247524752,31,2016.01.112,101,84099.0099,13482.53968,61550.72464,149017.54386,374000.0,3500.0,15000.0,138,279,0.22045,0.41304,8494000.0,513261220.88475
2262,0.61,29,2016.01.112,100,100100.0,14198.58156,77596.89922,137123.28767,430000.0,3000.0,8000.0,129,314,0.21044,0.56589,10010000.0,522119600.25789
2167,0.6633663366336634,22,2016.01.111,101,86000.0,13787.30159,68393.70079,118986.30137,325000.0,5000.0,21000.0,127,413,0.20353,0.5748,8686000.0,408819552.32544
2262,0.57,23,2016.01.111,100,99630.0,17059.93151,86634.78261,166050.0,552000.0,7000.0,12000.0,115,242,0.28186,0.52174,9963000.0,763377191.07592
2262,0.54,26,2016.01.19,100,87260.0,29086.66667,78612.61261,147898.30508,341000.0,10000.0,11000.0,111,164,0.39785,0.53153,8726000.0,1732266711.25975
2167,0.5841584158415841,19,2016.01.18,101,80584.15842,24515.06024,68394.95798,127171.875,380000.0,8000.0,10000.0,119,198,0.35952,0.53782,8139000.0,1415579832.92687
2167,0.7,25,2016.01.17,100,71450.0,18655.35248,52153.28467,95266.66667,293000.0,6000.0,12000.0,137,184,0.3577,0.54745,7145000.0,765064153.21313
2262,0.72,22,2016.01.17,100,96850.0,20350.84034,78104.83871,122594.93671,461000.0,5000.0,7000.0,124,182,0.32124,0.6371,9685000.0,1147272441.39761
2262,0.71,23,2016.01.16,100,99860.0,20092.55533,79253.96825,129688.31169,242000.0,10000.0,20000.0,126,297,0.27938,0.61111,9986000.0,682241416.23937
2167,0.36633663366336633,30,2016.01.15,101,84445.54455,23824.02235,77536.36364,213225.0,346000.0,9000.0,7000.0,110,244,0.30812,0.36364,8529000.0,1173064183.21519
2167,0.5346534653465347,30,2016.01.14,101,86792.07921,7292.84526,53779.1411,116880.0,334000.0,2000.0,13000.0,163,978,0.13617,0.46012,8766000.0,202198932.94689
2167,0.48,26,2016.01.13,100,66850.0,23705.67376,58640.35088,126132.07547,322000.0,5000.0,9000.0,114,139,0.40426,0.46491,6685000.0,1254493134.95369
2262,0.47,29,2016.01.13,100,83840.0,28614.33447,74194.69027,161230.76923,381000.0,4000.0,11000.0,113,156,0.41544,0.46018,8384000.0,2594340478.75076
2167,0.44554455445544555,30,2016.01.12,101,67633.66337,12626.61738,52953.48837,139408.16327,233000.0,3000.0,12000.0,129,412,0.23978,0.37984,6831000.0,402893660.5737
2262,0.45,21,2016.01.12,100,99910.0,16622.92359,81227.64228,185018.51852,424000.0,3000.0,19000.0,123,406,0.2261,0.43902,9991000.0,1159320139.19215
2262,0.39,36,2016.01.109,100,99800.0,22030.90508,81138.21138,226818.18182,428000.0,3000.0,5000.0,123,226,0.32031,0.35772,9980000.0,1900149485.24096
2167,0.5148514851485149,27,2016.01.10,101,99079.20792,29174.92711,85529.91453,172534.48276,593000.0,15000.0,7000.0,117,226,0.34412,0.49573,10007000.0,2095320188.22567
2167,0.5247524752475248,23,2016.01.107,101,81861.38614,13734.21927,55120.0,121588.23529,490000.0,3000.0,6000.0,150,450,0.25,0.45333,8268000.0,696787812.11823
2262,0.48,16,2016.01.107,100,99730.0,18816.98113,70232.39437,166216.66667,403000.0,5000.0,8000.0,142,350,0.27099,0.42254,9973000.0,1044429578.77091
2167,0.5643564356435643,19,2016.01.106,101,97653.46535,35865.45455,81512.39669,159080.64516,261000.0,21000.0,24000.0,121,154,0.44161,0.5124,9863000.0,1865948984.73789
2262,0.58,22,2016.01.106,100,98210.0,27843.13725,76726.5625,144426.47059,289000.0,13000.0,7000.0,128,151,0.45878,0.53125,9821000.0,1286649482.26482
2262,0.47,29,2016.01.105,100,99160.0,18616.10487,62364.77987,137722.22222,296000.0,3000.0,7000.0,159,294,0.33194,0.45283,9916000.0,1043745406.18786
2167,0.6336633663366337,26,2016.01.104,101,62435.64356,13889.86784,48137.40458,86383.56164,212000.0,2500.0,2000.0,131,225,0.28982,0.55725,6306000.0,470252744.79486
2167,0.6732673267326733,27,2016.01.103,101,98475.24752,16067.85137,87245.61404,136246.57534,655000.0,5000.0,19000.0,114,486,0.18447,0.64035,9946000.0,926823867.70603
2262,0.87,20,2016.01.103,100,99320.0,14692.30769,74119.40299,97372.54902,413000.0,6000.0,15000.0,134,425,0.22296,0.76119,9932000.0,487688888.88889
2167,0.594059405940594,25,2016.01.101,101,76564.35644,14729.52381,51899.32886,107402.77778,424000.0,5000.0,8000.0,149,312,0.28544,0.48322,7733000.0,703178611.41403
2262,0.75,17,2016.01.101,100,99590.0,13476.31935,60725.60976,101622.44898,336000.0,5000.0,14000.0,164,348,0.28179,0.59756,9959000.0,452943544.15804
2167,0.7326732673267327,29,2016.01.100,101,68980.19802,19299.16898,61654.86726,87087.5,361000.0,10000.0,10000.0,113,226,0.31564,0.70796,6967000.0,801326915.97415
2262,0.72,22,2016.01.100,100,86160.0,19852.53456,70048.78049,109063.29114,411000.0,10000.0,10000.0,123,210,0.35043,0.64228,8616000.0,774726471.6212
2055,0.5,22,2016.03.87,98,59397.95918,13632.3185,54915.09434,114137.2549,207000.0,8000.0,12000.0,106,321,0.24824,0.48113,5821000.0,300355103.29738
2055,0.6020408163265306,23,2016.03.82,98,82693.87755,14419.92883,51617.83439,98829.26829,337000.0,3000.0,10000.0,157,404,0.27936,0.52229,8104000.0,822703915.85944
2311,0.6759259259259259,24,2015.01.99,108,59666.66667,19950.4644,48451.12782,80550.0,336000.0,11000.0,5000.0,133,154,0.43894,0.6015,6444000.0,990568967.17497
2311,0.7592592592592593,28,2015.01.98,108,90796.2963,32686.66667,87553.57143,116738.09524,409000.0,15000.0,7000.0,112,150,0.41481,0.75,9806000.0,2155266042.36343
2311,0.5648148148148148,13,2015.01.97,108,99675.92593,17169.05901,92801.72414,170873.01587,522000.0,2000.0,17000.0,116,435,0.1856,0.5431,10765000.0,1299498529.9438
2311,0.7685185185185185,15,2015.01.96,108,99333.33333,19088.96797,82523.07692,115354.83871,492000.0,6000.0,15000.0,130,347,0.23941,0.71538,10728000.0,1128694387.88132
2055,0.5204081632653061,16,2016.03.71,98,75765.30612,20067.56757,56679.38931,119758.06452,308000.0,4500.0,11000.0,131,237,0.35405,0.47328,7425000.0,1228691899.21628
2311,0.6851851851851852,32,2015.01.95,108,99620.37037,29316.07629,88917.35537,137935.89744,415000.0,17000.0,5000.0,121,158,0.3297,0.64463,10759000.0,1314462664.34389
2311,0.6851851851851852,8,2015.01.94,108,99620.37037,31644.11765,86766.12903,131207.31707,574000.0,7000.0,9000.0,124,158,0.36578,0.66129,10759000.0,3336766779.45515
2311,0.6111111111111112,22,2015.01.92,108,89638.88889,16243.28859,64540.0,119518.51852,426000.0,7000.0,9000.0,150,181,0.40541,0.54,9681000.0,705949114.54515
2311,0.6388888888888888,26,2015.01.89,108,79462.96296,9159.01814,63102.94118,108632.91139,298000.0,2000.0,8000.0,136,732,0.14608,0.58088,8582000.0,343422335.78706
2055,0.6632653061224489,32,2016.03.64,98,88377.55102,28966.55518,81707.54717,125521.73913,352000.0,15000.0,2000.0,106,167,0.35452,0.65094,8661000.0,1336334448.16054
2311,0.7685185185185185,28,2015.01.88,108,84416.66667,20533.78378,67533.33333,98032.25806,493000.0,12000.0,7000.0,135,264,0.30682,0.68889,9117000.0,655463867.36624
2055,0.5918367346938775,24,2016.03.63,98,93979.59184,24300.79156,59419.35484,122800.0,414000.0,13000.0,8000.0,155,210,0.40897,0.48387,9210000.0,982644734.82152
2311,0.7407407407407407,13,2015.01.87,108,77268.51852,24836.30952,68966.94215,97034.88372,409000.0,12000.0,10000.0,121,164,0.40199,0.71074,8345000.0,1488770140.36958
2311,0.75,18,2015.01.83,108,82212.96296,16565.29851,69367.1875,100897.72727,382000.0,3000.0,3000.0,128,163,0.36994,0.6875,8879000.0,699898531.87334
2311,0.5925925925925926,37,2015.01.82,108,81620.37037,22092.73183,68867.1875,125928.57143,365000.0,4000.0,2000.0,128,246,0.33862,0.54688,8815000.0,1212370776.18669
2311,0.75,16,2015.01.81,108,87240.74074,10601.79978,65430.55556,101311.82796,404000.0,3000.0,11000.0,144,569,0.16308,0.64583,9422000.0,397875041.80221
2311,0.6018518518518519,28,2015.01.80,108,91888.88889,25060.60606,86295.65217,145941.17647,411000.0,8000.0,7000.0,115,243,0.29114,0.5913,9924000.0,1671571001.15074
2055,0.826530612244898,21,2016.03.59,98,75897.95918,24467.10526,67618.18182,86488.37209,322000.0,12000.0,7000.0,110,138,0.36184,0.78182,7438000.0,1205497264.2001
2055,0.5612244897959183,29,2016.03.55,98,58428.57143,17195.1952,47716.66667,90888.88889,244000.0,6000.0,8000.0,120,189,0.36036,0.525,5726000.0,593723832.266
2311,0.7962962962962963,20,2015.01.78,108,97703.7037,18351.30435,64341.46341,93380.53097,675000.0,9000.0,8000.0,164,328,0.2913,0.68902,10552000.0,780750934.70686
2055,0.4387755102040816,16,2016.03.53,98,99826.53061,14689.18919,81525.0,195660.0,297000.0,4000.0,16000.0,120,513,0.18018,0.41667,9783000.0,609405507.01077
2311,0.4722222222222222,15,2015.01.74,108,97203.7037,25296.38554,88966.10169,187464.28571,480000.0,4000.0,17000.0,118,240,0.29648,0.47458,10498000.0,2437827402.36307
2311,0.6574074074074074,12,2015.01.73,108,78879.62963,15721.40221,65530.76923,102638.55422,498000.0,3000.0,8000.0,130,354,0.24074,0.63846,8519000.0,1003040539.25013
2311,0.5092592592592593,16,2015.01.71,108,96972.22222,14550.0,60537.57225,132569.62025,408000.0,6000.0,8000.0,173,340,0.27244,0.45665,10473000.0,509185257.30181
2311,0.7129629629629629,31,2015.01.69,108,91472.22222,10111.56602,61360.24845,99787.87879,312000.0,3000.0,16000.0,161,751,0.16598,0.61491,9879000.0,372474220.59835
2311,0.6944444444444444,7,2015.01.68,108,69916.66667,16450.98039,61390.2439,92085.36585,398000.0,4000.0,9000.0,123,259,0.31701,0.66667,7551000.0,627636783.97123
2055,0.5,24,2016.03.43,98,99622.44898,19031.18908,91242.99065,184207.54717,388000.0,3000.0,11000.0,107,370,0.20858,0.49533,9763000.0,1278928712.84113
2311,0.8055555555555556,23,2015.01.67,108,99185.18519,31692.30769,91555.55556,119022.22222,386000.0,21000.0,7000.0,117,198,0.3503,0.76923,10712000.0,1601080118.69436
2311,0.7592592592592593,23,2016.03.41,108,99490.74074,27065.49118,92629.31034,127916.66667,576000.0,10000.0,13000.0,116,280,0.29293,0.72414,10745000.0,1451394689.97278
2311,0.7129629629629629,13,2015.01.65,108,65250.0,20485.46512,40500.0,71908.16327,324000.0,9000.0,7000.0,174,152,0.50877,0.56322,7047000.0,1189819030.10374
2055,0.8163265306122449,17,2016.03.40,98,87255.10204,26149.84709,66804.6875,96078.65169,594000.0,12000.0,4000.0,128,139,0.39144,0.69531,8551000.0,1729452937.09311
2311,0.6574074074074074,22,2015.01.63,108,73564.81481,8241.70124,49043.20988,88277.77778,422000.0,2000.0,9000.0,162,800,0.1684,0.55556,7945000.0,445807563.4579
2311,0.7314814814814815,30,2015.01.61,108,99611.11111,24505.69476,82753.84615,122250.0,405000.0,10000.0,11000.0,130,231,0.30374,0.67692,10758000.0,1454013095.34954
2055,0.5408163265306123,13,2016.03.36,98,89295.91837,26279.27928,74161.01695,143459.01639,403000.0,8000.0,5000.0,118,154,0.35435,0.51695,8751000.0,1485033213.93683
2055,0.7244897959183674,31,2016.03.35,98,82551.02041,27800.68729,68559.32203,106447.36842,385000.0,13000.0,8000.0,118,151,0.4055,0.64407,8090000.0,1495539447.80187
2055,0.8061224489795918,24,2016.03.34,98,78397.95918,21888.88889,64563.02521,91464.28571,311000.0,12000.0,8000.0,119,229,0.33903,0.70588,7683000.0,760236190.47619
2055,0.7857142857142857,21,2016.03.33,98,99306.12245,31597.4026,82474.57627,113162.7907,325000.0,25000.0,10000.0,118,159,0.38312,0.72881,9732000.0,882925335.25107
2055,0.7142857142857143,20,2016.03.31,98,99948.97959,26401.61725,87455.35714,127207.79221,427000.0,7000.0,6000.0,112,243,0.30189,0.6875,9795000.0,2005511240.62067
2311,0.5740740740740741,11,2015.01.56,108,99861.11111,26050.72464,70032.46753,134812.5,485000.0,11000.0,8000.0,154,232,0.37198,0.51948,10785000.0,1690159648.38404
2311,0.5555555555555556,24,2015.01.54,108,79462.96296,12365.99424,56460.52632,111454.54545,308000.0,4500.0,21000.0,152,492,0.21902,0.50658,8582000.0,466849981.9105
2311,0.6944444444444444,22,2015.01.52,108,98694.44444,34719.86971,78955.55556,122517.24138,717000.0,19000.0,6000.0,135,172,0.43974,0.64444,10659000.0,2452261139.85225
2311,0.5370370370370371,24,2015.01.51,108,74333.33333,22362.11699,65803.27869,129483.87097,508000.0,11000.0,6000.0,122,173,0.33983,0.5082,8028000.0,1080427164.22091
2311,0.6388888888888888,24,2015.01.50,108,98231.48148,34557.00326,91456.89655,147347.22222,451000.0,8000.0,4000.0,116,137,0.37785,0.62069,10609000.0,3185613570.07516
2167,0.5247524752475248,15,2016.01.9,101,82594.05941,16518.81188,68942.14876,139033.33333,534000.0,3000.0,7000.0,121,275,0.24248,0.49587,8342000.0,772357284.29986
2262,0.7,9,2016.01.9,100,99300.0,17732.14286,70928.57143,118214.28571,388000.0,4000.0,9000.0,140,255,0.2935,0.6,9930000.0,778071236.90264
2167,0.594059405940594,40,2016.01.8,101,76019.80198,25009.77199,66765.21739,116333.33333,303000.0,8000.0,4000.0,115,166,0.37829,0.57391,7678000.0,1297101211.38575
2262,0.5,20,2016.01.8,100,84260.0,24005.69801,73912.2807,153200.0,442000.0,9000.0,3000.0,114,136,0.42222,0.48246,8426000.0,1257771396.0114
2262,0.68,29,2016.01.7,100,68540.0,15506.78733,57596.63866,91386.66667,483000.0,4000.0,8000.0,119,258,0.29975,0.63025,6854000.0,978286801.90025
2167,0.3564356435643564,23,2016.01.6,101,72425.74257,24712.83784,63608.69565,187564.10256,272000.0,10500.0,2000.0,115,167,0.38983,0.33913,7315000.0,884368105.81768
2262,0.37,25,2016.01.6,100,84570.0,24094.01709,77587.15596,216846.15385,286000.0,9000.0,13000.0,109,164,0.37457,0.3578,8457000.0,1145616849.81685
2167,0.6633663366336634,26,2016.01.5,101,82861.38614,22497.31183,61087.59124,105936.70886,345000.0,14000.0,10000.0,137,199,0.36927,0.57664,8369000.0,708229103.26639
2262,0.63,30,2016.01.5,100,99860.0,22290.17857,67472.97297,123283.95062,475000.0,10000.0,6000.0,148,164,0.42286,0.5473,9986000.0,928430149.40876
2167,0.5247524752475248,41,2016.01.4,101,70603.9604,16739.43662,50935.71429,120864.40678,364000.0,9000.0,13000.0,140,238,0.33019,0.42143,7131000.0,713779005.7995
2167,0.801980198019802,20,2016.01.3,101,73277.22772,13145.64831,54021.89781,77905.26316,361000.0,7000.0,7000.0,137,376,0.24421,0.69343,7401000.0,312964513.94727
2262,0.85,24,2016.01.3,100,91720.0,13312.04644,61972.97297,92646.46465,342000.0,5000.0,10000.0,148,353,0.27106,0.66892,9172000.0,462063822.69551
2167,0.8514851485148515,27,2016.01.2,101,82891.08911,21194.93671,64899.22481,88126.31579,431000.0,7000.0,3000.0,129,215,0.32824,0.73643,8372000.0,1150670025.05943
2055,0.7857142857142857,24,2016.03.29,98,99673.46939,24729.11392,88800.0,120592.59259,441000.0,17000.0,11000.0,110,285,0.27848,0.73636,9768000.0,747309683.22303
2055,0.7244897959183674,31,2016.03.27,98,98632.65306,31588.23529,86303.57143,125532.46753,477000.0,15000.0,16000.0,112,159,0.36601,0.6875,9666000.0,1705049566.05593
2055,0.6632653061224489,21,2016.03.26,98,84500.0,24213.45029,67877.04918,116633.80282,283000.0,12000.0,11000.0,122,220,0.35673,0.58197,8281000.0,1040966035.5679
2055,0.5612244897959183,16,2016.03.25,98,99806.12245,25339.37824,73541.35338,139728.57143,305000.0,6000.0,8000.0,133,253,0.34456,0.52632,9781000.0,1429892315.45656
2055,0.8163265306122449,15,2016.03.23,98,99826.53061,24036.85504,94067.30769,117867.46988,470000.0,10000.0,16000.0,104,259,0.25553,0.79808,9783000.0,1099124254.12425
2311,0.7314814814814815,27,2015.01.46,108,98287.03704,25827.25061,74230.76923,120625.0,1130000.0,9000.0,8000.0,143,238,0.34793,0.61538,10615000.0,3055972523.88582
2055,0.6938775510204082,24,2016.03.21,98,99908.16327,33762.06897,67524.13793,112540.22989,358000.0,19000.0,6000.0,145,145,0.5,0.6,9791000.0,1611690597.7807
2311,0.8333333333333334,20,2015.01.42,108,100092.59259,21113.28125,75069.44444,102952.38095,553000.0,8000.0,6000.0,144,314,0.28125,0.72917,10810000.0,1783650547.33366
2311,0.6203703703703703,12,2015.01.41,108,92092.59259,18050.8167,68123.28767,134405.40541,502000.0,4000.0,8000.0,146,228,0.32883,0.50685,9946000.0,1316011958.4227
2055,0.5612244897959183,25,2016.03.18,98,97765.30612,18425.0,81194.91525,147400.0,319000.0,5500.0,18000.0,118,314,0.22692,0.55085,9581000.0,891331551.05973
2055,0.826530612244898,23,2016.03.16,98,76683.67347,23781.64557,71571.42857,90542.16867,214000.0,8000.0,9000.0,105,211,0.33228,0.79048,7515000.0,1149314074.74382
2311,0.7314814814814815,30,2015.01.39,108,99777.77778,19005.29101,69974.02597,115870.96774,467000.0,8000.0,18000.0,154,413,0.2716,0.6039,10776000.0,1079924000.22435
2311,0.6018518518518519,36,2015.01.38,108,99351.85185,22733.05085,72500.0,135822.78481,581000.0,9000.0,5000.0,148,203,0.38845,0.53378,10730000.0,1158336230.16301
2055,0.7959183673469388,21,2016.03.13,98,76520.40816,15525.87992,66955.35714,88223.52941,430000.0,4000.0,10000.0,112,357,0.23188,0.75893,7499000.0,733307938.79883
2311,0.7407407407407407,28,2015.01.36,108,69037.03704,17100.91743,57353.84615,83775.2809,514000.0,6000.0,9000.0,130,260,0.30233,0.68462,7456000.0,902380596.85754
2311,0.7129629629629629,26,2015.01.35,108,98444.44444,30639.76945,85741.93548,131259.25926,494000.0,16000.0,9000.0,124,221,0.35735,0.65323,10632000.0,2146566390.69814
2311,0.6203703703703703,27,2015.01.34,108,98824.07407,27866.84073,69305.19481,128590.36145,667000.0,12000.0,5000.0,154,190,0.43017,0.53896,10673000.0,1789885363.5531
2311,0.6759259259259259,4,2015.01.33,108,64250.0,21285.27607,51783.58209,84621.95122,403000.0,9000.0,5000.0,134,154,0.41104,0.61194,6939000.0,1035755290.23124
2311,0.6759259259259259,14,2015.01.31,108,79083.33333,17324.54361,64704.54545,100482.35294,385000.0,2000.0,12000.0,132,323,0.28326,0.64394,8541000.0,942723725.6551
2311,0.5833333333333334,16,2015.01.30,108,69324.07407,23693.03797,58038.75969,106957.14286,328000.0,7000.0,9000.0,129,178,0.4202,0.54264,7487000.0,1277438808.51919
2311,0.6759259259259259,31,2015.01.28,108,98777.77778,43016.12903,85344.0,138545.45455,357000.0,27000.0,3000.0,125,120,0.5102,0.616,10668000.0,2657983544.46911
2311,0.7592592592592593,14,2015.01.26,108,99351.85185,25011.65501,77194.2446,109489.79592,416000.0,11000.0,6000.0,139,290,0.32401,0.70504,10730000.0,1273773228.3293
2311,0.6018518518518519,25,2015.01.25,108,75675.92593,20796.43766,65384.0,118449.27536,264000.0,9000.0,17000.0,125,232,0.31807,0.552,8173000.0,1071463558.70593
2311,0.6944444444444444,19,2015.01.24,108,84685.18519,25719.10112,72015.74803,108880.95238,585000.0,8000.0,2000.0,127,146,0.44561,0.66142,9146000.0,2521813831.30242
2311,0.7129629629629629,26,2015.01.23,108,91398.14815,22002.22222,58755.95238,103905.26316,567000.0,9000.0,6000.0,168,184,0.43411,0.56548,9871000.0,1393917589.70552
2311,0.7129629629629629,41,2015.01.21,108,98231.48148,22913.60691,54405.12821,91456.89655,638000.0,12000.0,8000.0,195,203,0.42208,0.59487,10609000.0,1457178667.26506
2311,0.5740740740740741,28,2015.01.20,108,90453.7037,24061.57635,80073.77049,145805.97015,597000.0,7500.0,11000.0,122,230,0.30049,0.54918,9769000.0,1506487557.01515
2311,0.6851851851851852,26,2015.01.9,108,92037.03704,20368.85246,77054.26357,119759.03614,557000.0,4500.0,12000.0,129,323,0.26434,0.64341,9940000.0,1245259972.39708
2311,0.7685185185185185,23,2015.01.19,108,85564.81481,25812.84916,83252.25225,110011.90476,432000.0,2000.0,6000.0,111,231,0.31006,0.75676,9241000.0,3171093727.99398
2311,0.7222222222222222,19,2015.01.8,108,99425.92593,12480.83624,80736.84211,127833.33333,466000.0,2000.0,8000.0,133,545,0.16522,0.63158,10738000.0,682303411.39293
2311,0.6759259259259259,16,2015.01.167,108,90092.59259,31488.67314,74846.15385,117228.91566,524000.0,15000.0,4000.0,130,149,0.46263,0.63846,9730000.0,2163322111.54542
2311,0.5277777777777778,37,2015.01.7,108,95009.25926,25211.30221,74355.07246,153149.25373,445000.0,9000.0,5000.0,138,154,0.40588,0.48551,10261000.0,1869344403.96509
2311,0.5648148148148148,31,2015.01.166,108,97601.85185,24400.46296,76384.05797,138697.36842,552000.0,6500.0,11000.0,138,294,0.31944,0.55072,10541000.0,1440050394.21672
2311,0.7870370370370371,17,2015.01.17,108,88490.74074,32729.45205,78336.06557,106188.88889,455000.0,16000.0,6000.0,122,140,0.43262,0.7377,9557000.0,2268122428.5647
2311,0.7222222222222222,29,2015.01.6,108,99490.74074,28276.31579,63958.33333,104320.38835,424000.0,18500.0,8000.0,168,186,0.44444,0.6131,10745000.0,1265240070.8235
2311,0.7777777777777778,25,2015.01.165,108,74657.40741,28693.95018,66090.16393,89588.88889,396000.0,7000.0,5000.0,122,159,0.43416,0.7377,8063000.0,2208941713.26894
2311,0.7777777777777778,30,2015.01.5,108,92101.85185,31279.87421,74231.34328,109307.69231,398000.0,20000.0,9000.0,134,150,0.42138,0.6791,9947000.0,1309804704.08507
