FinalGrade,PSS_Stress,TotalQuestions,avg_durationperquestion,avg_tbd,decision_time_efficiency,good_decision_time_efficiency,maxduration,median_tbd,minduration,num_decisions_made,question_enter_count,ratio_decisions,ratio_good_decisions,totalduration,variance_tbd
0.75,17,100,99590,13476.31935,60725.60976,101622.449,336000,5000,14000,164,348,0.28179,0.59756,9959000,452943544.2
0.732673267,29,101,68980.19802,19299.16898,61654.86726,87087.5,361000,10000,10000,113,226,0.31564,0.70796,6967000,801326916
0.72,22,100,86160,19852.53456,70048.78049,109063.2911,411000,10000,10000,123,210,0.35043,0.64228,8616000,774726471.6
0.5,22,98,59397.95918,13632.3185,54915.09434,114137.2549,207000,8000,12000,106,321,0.24824,0.48113,5821000,300355103.3
0.602040816,23,98,82693.87755,14419.92883,51617.83439,98829.26829,337000,3000,10000,157,404,0.27936,0.52229,8104000,822703915.9
0.675925926,24,108,59666.66667,19950.4644,48451.12782,80550,336000,11000,5000,133,154,0.43894,0.6015,6444000,990568967.2
0.759259259,28,108,90796.2963,32686.66667,87553.57143,116738.0952,409000,15000,7000,112,150,0.41481,0.75,9806000,2155266042
0.564814815,13,108,99675.92593,17169.05901,92801.72414,170873.0159,522000,2000,17000,116,435,0.1856,0.5431,10765000,1299498530
0.768518519,15,108,99333.33333,19088.96797,82523.07692,115354.8387,492000,6000,15000,130,347,0.23941,0.71538,10728000,1128694388
0.520408163,16,98,75765.30612,20067.56757,56679.38931,119758.0645,308000,4500,11000,131,237,0.35405,0.47328,7425000,1228691899
0.685185185,32,108,99620.37037,29316.07629,88917.35537,137935.8974,415000,17000,5000,121,158,0.3297,0.64463,10759000,1314462664
0.685185185,8,108,99620.37037,31644.11765,86766.12903,131207.3171,574000,7000,9000,124,158,0.36578,0.66129,10759000,3336766779
0.611111111,22,108,89638.88889,16243.28859,64540,119518.5185,426000,7000,9000,150,181,0.40541,0.54,9681000,705949114.5
0.638888889,26,108,79462.96296,9159.01814,63102.94118,108632.9114,298000,2000,8000,136,732,0.14608,0.58088,8582000,343422335.8
0.663265306,32,98,88377.55102,28966.55518,81707.54717,125521.7391,352000,15000,2000,106,167,0.35452,0.65094,8661000,1336334448
0.768518519,28,108,84416.66667,20533.78378,67533.33333,98032.25806,493000,12000,7000,135,264,0.30682,0.68889,9117000,655463867.4
0.591836735,24,98,93979.59184,24300.79156,59419.35484,122800,414000,13000,8000,155,210,0.40897,0.48387,9210000,982644734.8
0.740740741,13,108,77268.51852,24836.30952,68966.94215,97034.88372,409000,12000,10000,121,164,0.40199,0.71074,8345000,1488770140
0.75,18,108,82212.96296,16565.29851,69367.1875,100897.7273,382000,3000,3000,128,163,0.36994,0.6875,8879000,699898531.9
0.592592593,37,108,81620.37037,22092.73183,68867.1875,125928.5714,365000,4000,2000,128,246,0.33862,0.54688,8815000,1212370776
0.75,16,108,87240.74074,10601.79978,65430.55556,101311.828,404000,3000,11000,144,569,0.16308,0.64583,9422000,397875041.8
0.601851852,28,108,91888.88889,25060.60606,86295.65217,145941.1765,411000,8000,7000,115,243,0.29114,0.5913,9924000,1671571001
0.826530612,21,98,75897.95918,24467.10526,67618.18182,86488.37209,322000,12000,7000,110,138,0.36184,0.78182,7438000,1205497264
0.56122449,29,98,58428.57143,17195.1952,47716.66667,90888.88889,244000,6000,8000,120,189,0.36036,0.525,5726000,593723832.3
0.796296296,20,108,97703.7037,18351.30435,64341.46341,93380.53097,675000,9000,8000,164,328,0.2913,0.68902,10552000,780750934.7
0.43877551,16,98,99826.53061,14689.18919,81525,195660,297000,4000,16000,120,513,0.18018,0.41667,9783000,609405507
0.472222222,15,108,97203.7037,25296.38554,88966.10169,187464.2857,480000,4000,17000,118,240,0.29648,0.47458,10498000,2437827402
0.657407407,12,108,78879.62963,15721.40221,65530.76923,102638.5542,498000,3000,8000,130,354,0.24074,0.63846,8519000,1003040539
0.509259259,16,108,96972.22222,14550,60537.57225,132569.6203,408000,6000,8000,173,340,0.27244,0.45665,10473000,509185257.3
0.712962963,31,108,91472.22222,10111.56602,61360.24845,99787.87879,312000,3000,16000,161,751,0.16598,0.61491,9879000,372474220.6
0.694444444,7,108,69916.66667,16450.98039,61390.2439,92085.36585,398000,4000,9000,123,259,0.31701,0.66667,7551000,627636784
0.5,24,98,99622.44898,19031.18908,91242.99065,184207.5472,388000,3000,11000,107,370,0.20858,0.49533,9763000,1278928713
0.805555556,23,108,99185.18519,31692.30769,91555.55556,119022.2222,386000,21000,7000,117,198,0.3503,0.76923,10712000,1601080119
0.759259259,23,108,99490.74074,27065.49118,92629.31034,127916.6667,576000,10000,13000,116,280,0.29293,0.72414,10745000,1451394690
0.712962963,13,108,65250,20485.46512,40500,71908.16327,324000,9000,7000,174,152,0.50877,0.56322,7047000,1189819030
0.816326531,17,98,87255.10204,26149.84709,66804.6875,96078.65169,594000,12000,4000,128,139,0.39144,0.69531,8551000,1729452937
0.657407407,22,108,73564.81481,8241.70124,49043.20988,88277.77778,422000,2000,9000,162,800,0.1684,0.55556,7945000,445807563.5
0.731481481,30,108,99611.11111,24505.69476,82753.84615,122250,405000,10000,11000,130,231,0.30374,0.67692,10758000,1454013095
0.540816327,13,98,89295.91837,26279.27928,74161.01695,143459.0164,403000,8000,5000,118,154,0.35435,0.51695,8751000,1485033214
0.724489796,31,98,82551.02041,27800.68729,68559.32203,106447.3684,385000,13000,8000,118,151,0.4055,0.64407,8090000,1495539448
0.806122449,24,98,78397.95918,21888.88889,64563.02521,91464.28571,311000,12000,8000,119,229,0.33903,0.70588,7683000,760236190.5
0.785714286,21,98,99306.12245,31597.4026,82474.57627,113162.7907,325000,25000,10000,118,159,0.38312,0.72881,9732000,882925335.3
0.714285714,20,98,99948.97959,26401.61725,87455.35714,127207.7922,427000,7000,6000,112,243,0.30189,0.6875,9795000,2005511241
0.574074074,11,108,99861.11111,26050.72464,70032.46753,134812.5,485000,11000,8000,154,232,0.37198,0.51948,10785000,1690159648
0.555555556,24,108,79462.96296,12365.99424,56460.52632,111454.5455,308000,4500,21000,152,492,0.21902,0.50658,8582000,466849981.9
0.694444444,22,108,98694.44444,34719.86971,78955.55556,122517.2414,717000,19000,6000,135,172,0.43974,0.64444,10659000,2452261140
0.537037037,24,108,74333.33333,22362.11699,65803.27869,129483.871,508000,11000,6000,122,173,0.33983,0.5082,8028000,1080427164
0.638888889,24,108,98231.48148,34557.00326,91456.89655,147347.2222,451000,8000,4000,116,137,0.37785,0.62069,10609000,3185613570
0.524752475,15,101,82594.05941,16518.81188,68942.14876,139033.3333,534000,3000,7000,121,275,0.24248,0.49587,8342000,772357284.3
0.7,9,100,99300,17732.14286,70928.57143,118214.2857,388000,4000,9000,140,255,0.2935,0.6,9930000,778071236.9
0.594059406,40,101,76019.80198,25009.77199,66765.21739,116333.3333,303000,8000,4000,115,166,0.37829,0.57391,7678000,1297101211
0.5,20,100,84260,24005.69801,73912.2807,153200,442000,9000,3000,114,136,0.42222,0.48246,8426000,1257771396
0.68,29,100,68540,15506.78733,57596.63866,91386.66667,483000,4000,8000,119,258,0.29975,0.63025,6854000,978286801.9
0.356435644,23,101,72425.74257,24712.83784,63608.69565,187564.1026,272000,10500,2000,115,167,0.38983,0.33913,7315000,884368105.8
0.37,25,100,84570,24094.01709,77587.15596,216846.1539,286000,9000,13000,109,164,0.37457,0.3578,8457000,1145616850
0.663366337,26,101,82861.38614,22497.31183,61087.59124,105936.7089,345000,14000,10000,137,199,0.36927,0.57664,8369000,708229103.3
0.63,30,100,99860,22290.17857,67472.97297,123283.9506,475000,10000,6000,148,164,0.42286,0.5473,9986000,928430149.4
0.524752475,41,101,70603.9604,16739.43662,50935.71429,120864.4068,364000,9000,13000,140,238,0.33019,0.42143,7131000,713779005.8
0.801980198,20,101,73277.22772,13145.64831,54021.89781,77905.26316,361000,7000,7000,137,376,0.24421,0.69343,7401000,312964513.9
0.85,24,100,91720,13312.04644,61972.97297,92646.46465,342000,5000,10000,148,353,0.27106,0.66892,9172000,462063822.7
0.851485149,27,101,82891.08911,21194.93671,64899.22481,88126.31579,431000,7000,3000,129,215,0.32824,0.73643,8372000,1150670025
0.785714286,24,98,99673.46939,24729.11392,88800,120592.5926,441000,17000,11000,110,285,0.27848,0.73636,9768000,747309683.2
0.724489796,31,98,98632.65306,31588.23529,86303.57143,125532.4675,477000,15000,16000,112,159,0.36601,0.6875,9666000,1705049566
0.663265306,21,98,84500,24213.45029,67877.04918,116633.8028,283000,12000,11000,122,220,0.35673,0.58197,8281000,1040966036
0.56122449,16,98,99806.12245,25339.37824,73541.35338,139728.5714,305000,6000,8000,133,253,0.34456,0.52632,9781000,1429892315
0.816326531,15,98,99826.53061,24036.85504,94067.30769,117867.4699,470000,10000,16000,104,259,0.25553,0.79808,9783000,1099124254
0.731481481,27,108,98287.03704,25827.25061,74230.76923,120625,1130000,9000,8000,143,238,0.34793,0.61538,10615000,3055972524
0.693877551,24,98,99908.16327,33762.06897,67524.13793,112540.2299,358000,19000,6000,145,145,0.5,0.6,9791000,1611690598
0.833333333,20,108,100092.5926,21113.28125,75069.44444,102952.381,553000,8000,6000,144,314,0.28125,0.72917,10810000,1783650547
0.62037037,12,108,92092.59259,18050.8167,68123.28767,134405.4054,502000,4000,8000,146,228,0.32883,0.50685,9946000,1316011958
0.56122449,25,98,97765.30612,18425,81194.91525,147400,319000,5500,18000,118,314,0.22692,0.55085,9581000,891331551.1
0.826530612,23,98,76683.67347,23781.64557,71571.42857,90542.16867,214000,8000,9000,105,211,0.33228,0.79048,7515000,1149314075
0.731481481,30,108,99777.77778,19005.29101,69974.02597,115870.9677,467000,8000,18000,154,413,0.2716,0.6039,10776000,1079924000
0.601851852,36,108,99351.85185,22733.05085,72500,135822.7848,581000,9000,5000,148,203,0.38845,0.53378,10730000,1158336230
0.795918367,21,98,76520.40816,15525.87992,66955.35714,88223.52941,430000,4000,10000,112,357,0.23188,0.75893,7499000,733307938.8
0.740740741,28,108,69037.03704,17100.91743,57353.84615,83775.2809,514000,6000,9000,130,260,0.30233,0.68462,7456000,902380596.9
0.712962963,26,108,98444.44444,30639.76945,85741.93548,131259.2593,494000,16000,9000,124,221,0.35735,0.65323,10632000,2146566391
0.62037037,27,108,98824.07407,27866.84073,69305.19481,128590.3615,667000,12000,5000,154,190,0.43017,0.53896,10673000,1789885364
0.675925926,4,108,64250,21285.27607,51783.58209,84621.95122,403000,9000,5000,134,154,0.41104,0.61194,6939000,1035755290
0.675925926,14,108,79083.33333,17324.54361,64704.54545,100482.3529,385000,2000,12000,132,323,0.28326,0.64394,8541000,942723725.7
0.583333333,16,108,69324.07407,23693.03797,58038.75969,106957.1429,328000,7000,9000,129,178,0.4202,0.54264,7487000,1277438809
0.675925926,31,108,98777.77778,43016.12903,85344,138545.4546,357000,27000,3000,125,120,0.5102,0.616,10668000,2657983544
0.759259259,14,108,99351.85185,25011.65501,77194.2446,109489.7959,416000,11000,6000,139,290,0.32401,0.70504,10730000,1273773228
0.601851852,25,108,75675.92593,20796.43766,65384,118449.2754,264000,9000,17000,125,232,0.31807,0.552,8173000,1071463559
0.694444444,19,108,84685.18519,25719.10112,72015.74803,108880.9524,585000,8000,2000,127,146,0.44561,0.66142,9146000,2521813831
0.712962963,26,108,91398.14815,22002.22222,58755.95238,103905.2632,567000,9000,6000,168,184,0.43411,0.56548,9871000,1393917590
0.712962963,41,108,98231.48148,22913.60691,54405.12821,91456.89655,638000,12000,8000,195,203,0.42208,0.59487,10609000,1457178667
0.574074074,28,108,90453.7037,24061.57635,80073.77049,145805.9702,597000,7500,11000,122,230,0.30049,0.54918,9769000,1506487557
0.685185185,26,108,92037.03704,20368.85246,77054.26357,119759.0361,557000,4500,12000,129,323,0.26434,0.64341,9940000,1245259972
0.768518519,23,108,85564.81481,25812.84916,83252.25225,110011.9048,432000,2000,6000,111,231,0.31006,0.75676,9241000,3171093728
0.722222222,19,108,99425.92593,12480.83624,80736.84211,127833.3333,466000,2000,8000,133,545,0.16522,0.63158,10738000,682303411.4
0.675925926,16,108,90092.59259,31488.67314,74846.15385,117228.9157,524000,15000,4000,130,149,0.46263,0.63846,9730000,2163322112
0.527777778,37,108,95009.25926,25211.30221,74355.07246,153149.2537,445000,9000,5000,138,154,0.40588,0.48551,10261000,1869344404
0.564814815,31,108,97601.85185,24400.46296,76384.05797,138697.3684,552000,6500,11000,138,294,0.31944,0.55072,10541000,1440050394
0.787037037,17,108,88490.74074,32729.45205,78336.06557,106188.8889,455000,16000,6000,122,140,0.43262,0.7377,9557000,2268122429
0.722222222,29,108,99490.74074,28276.31579,63958.33333,104320.3884,424000,18500,8000,168,186,0.44444,0.6131,10745000,1265240071
0.777777778,25,108,74657.40741,28693.95018,66090.16393,89588.88889,396000,7000,5000,122,159,0.43416,0.7377,8063000,2208941713
0.777777778,30,108,92101.85185,31279.87421,74231.34328,109307.6923,398000,20000,9000,134,150,0.42138,0.6791,9947000,1309804704
0.787037037,26,108,99833.33333,25132.86713,87658.53659,122522.7273,482000,11000,12000,123,288,0.28671,0.71545,10782000,1776489314
0.712962963,26,108,98564.81481,16580.99688,64515.15152,105396.0396,510000,5000,7000,165,277,0.36105,0.61212,10645000,894287501
0.62037037,22,108,69879.62963,12172.58065,35102.32558,63957.62712,389000,6000,5000,215,244,0.46436,0.54884,7547000,297438665.4
0.564814815,5,108,79907.40741,15662.43194,68492.06349,123285.7143,529000,7000,7000,126,416,0.22951,0.55556,8630000,641420386.1
0.518518519,37,108,84370.37037,19553.64807,59168.83117,128338.0282,557000,6000,9000,154,179,0.4375,0.46104,9112000,1383073460
0.62962963,37,108,97583.33333,29113.25967,69335.52632,130111.1111,457000,14000,6000,152,190,0.42938,0.53289,10539000,1658904034
0.712962963,22,108,98453.7037,34522.72727,92460.86957,134594.9367,478000,13000,4000,115,158,0.37582,0.68696,10633000,3004589058
0.592592593,25,108,72333.33333,11471.36564,52783.78378,96444.44444,393000,2000,14000,148,491,0.21861,0.5473,7812000,525393664.2
0.495049505,24,101,98514.85149,11573.08585,84322.0339,171551.7241,318000,4000,11000,118,492,0.18971,0.49153,9950000,336435418.8
0.475247525,25,101,90950.49505,20877.27273,60834.43709,145809.5238,659000,9000,13000,151,228,0.38325,0.41722,9186000,1308253696
0.495049505,27,101,98564.35644,20309.5723,76576.92308,163196.7213,581000,7000,13000,130,219,0.36415,0.46923,9955000,1016977439
0.55,25,100,99640,13379.35657,75484.84848,150969.697,301000,4000,7000,132,319,0.26559,0.5,9964000,453156566.6
0.425742574,30,101,48346.53465,14319.64809,42460.86957,103893.617,455000,3000,7000,115,171,0.37459,0.4087,4883000,853382818.7
0.455445545,28,101,74693.06931,19002.51889,59401.5748,134714.2857,385000,4000,9000,127,270,0.32152,0.44094,7544000,1009103529
0.524752475,30,101,78910.89109,15908.18363,64796.74797,122615.3846,442000,7000,10000,123,260,0.31061,0.52846,7970000,741795552.9
0.564356436,21,101,83732.67327,17993.61702,60841.72662,115849.3151,299000,5000,8000,139,258,0.33985,0.52518,8457000,716820854.7
0.514851485,33,101,76792.07921,12291.60063,54619.71831,114058.8235,281000,4000,11000,142,440,0.24232,0.47887,7756000,349632294.4
0.536363636,23,110,87918.18182,15448.88179,94813.72549,161183.3333,519000,2000,13000,102,467,0.17895,0.58824,9671000,1400260583
0.654545455,29,110,57963.63636,13146.39175,53133.33333,81743.58974,489000,3000,6000,120,313,0.26966,0.65,6376000,790563235.9
0.7,25,110,85490.90909,10554.43322,64410.9589,100042.5532,447000,3000,13000,146,610,0.1867,0.64384,9404000,550323719.1
0.609090909,28,110,76463.63636,30585.45455,82460.78431,125537.3134,426000,11000,6000,102,143,0.408,0.65686,8411000,1764331175
0.762376238,24,101,98683.16832,26298.15303,92287.03704,127782.0513,879000,9000,7000,108,226,0.28571,0.72222,9967000,2173246848
0.636363636,18,110,76872.72727,20425.12077,71058.82353,114270.2703,692000,8000,5000,119,259,0.32162,0.62185,8456000,1857562176
0.654545455,26,110,63672.72727,15668.9038,58366.66667,89794.87179,453000,6000,11000,120,291,0.30691,0.65,7004000,630795959.1
0.654545455,21,110,58245.45455,10914.82112,45439.71631,75376.47059,332000,4000,6000,141,290,0.28543,0.60284,6407000,289699216.8
0.763636364,26,110,89481.81818,20592.05021,80680.32787,108164.8352,522000,9000,10000,122,282,0.28842,0.7459,9843000,1091466352
0.690909091,22,110,76127.27273,10667.51592,72817.3913,102121.9512,227000,4000,15000,115,520,0.17941,0.71304,8374000,277099772.5
0.709090909,11,110,77500,16300.1912,54299.36306,82766.99029,362000,6000,6000,157,328,0.34279,0.65605,8525000,641260287.3
0.718181818,24,110,55745.45455,16800,54750,73879.51807,279000,10000,7000,112,171,0.38225,0.74107,6132000,360869230.8
0.572727273,33,110,69181.81818,9224.24242,65042.73504,110289.8551,287000,3000,3000,117,563,0.16525,0.58974,7610000,245921741.7
0.445454545,26,110,57236.36364,11104.05644,49968.25397,108551.7241,388000,3000,2000,126,341,0.252,0.46032,6296000,369782439.3
0.6,43,110,78918.18182,17327.34531,65270.67669,118917.8082,606000,5000,1000,133,304,0.3009,0.54887,8681000,806644630.7
0.645454545,25,110,31736.36364,14020.08032,32324.07407,49169.01408,131000,8000,4000,108,138,0.46552,0.65741,3491000,277931046.8
0.545454545,27,110,64709.09091,16947.61905,64126.12613,109507.6923,266000,6000,7000,111,166,0.38408,0.58559,7118000,847443550.4
0.5,22,110,48336.36364,10146.94656,43227.64228,81800,246000,4000,3000,123,350,0.27033,0.52846,5317000,260125593
0.754545455,22,110,90581.81818,16442.24422,76646.15385,102721.6495,358000,7000,4000,130,273,0.27601,0.74615,9964000,670333022.4
0.690909091,25,110,65509.09091,24762.8866,68628.57143,92384.61538,813000,12000,5000,105,149,0.44118,0.74286,7206000,1675140135
0.7,24,110,64445.45455,13765.04854,51744.52555,76225.80645,299000,8000,8000,137,177,0.4377,0.67883,7089000,305172316.9
0.570093458,26,107,90457.94393,13062.07827,63677.63158,124089.7436,547000,6000,3000,152,492,0.20822,0.51316,9679000,315612357.3
0.660550459,23,109,55045.87156,12345.67901,53571.42857,77922.07792,264000,4000,6000,112,181,0.34251,0.6875,6000000,416919434.9
0.727272727,23,110,79190.90909,13871.01911,64525.92593,94684.78261,490000,6000,9000,135,322,0.24281,0.68148,8711000,514386846.2
0.681818182,18,110,85227.27273,20118.02575,80128.20513,117187.5,666000,3500,3000,117,325,0.27273,0.68376,9375000,2370246255
0.627272727,14,110,38772.72727,8941.29979,36452.99145,56118.42105,563000,3000,4000,117,240,0.29323,0.64957,4265000,404878900
0.709090909,28,110,87536.36364,15915.70248,66868.05556,105813.1868,422000,5000,10000,144,326,0.31304,0.63194,9629000,743203147.1
0.527272727,31,110,71972.72727,13768.69565,61372.09302,114739.1304,507000,5000,8000,129,239,0.35635,0.53488,7917000,637749541
0.581818182,22,110,87172.72727,11267.92009,73761.53846,124532.4675,478000,4000,7000,130,431,0.21311,0.59231,9589000,343902252
0.790909091,26,110,89936.36364,13496.58936,92457.94393,113712.6437,620000,4000,12000,107,580,0.15923,0.81308,9893000,620263991.1
0.690909091,12,110,75445.45455,16664.65863,75445.45455,103737.5,478000,6000,6000,110,282,0.28061,0.72727,8299000,877225348.1
0.636363636,32,110,89690.90909,19575.39683,77685.03937,123325,575000,7500,6000,127,235,0.32398,0.62992,9866000,842252753.3
0.618181818,22,110,62063.63636,13736.41851,58853.44828,93520.54795,309000,6000,7000,116,287,0.29517,0.62931,6827000,419388046
0.8,24,110,89118.18182,11796.63057,80352.45902,102114.5833,537000,3000,14000,122,526,0.17862,0.78689,9803000,479210398.3
0.636363636,25,110,59045.45455,13819.14894,60138.88889,88972.60274,659000,3000,8000,108,280,0.25532,0.67593,6495000,1446156989
0.645454545,24,110,64572.72727,18212.82051,61765.21739,94706.66667,377000,8000,11000,115,232,0.31421,0.65217,7103000,648306776.1
0.518181818,23,110,76290.90909,16200.7722,61255.47445,116555.5556,658000,7000,1000,137,331,0.29211,0.52555,8392000,1047387079
0.581818182,21,110,35372.72727,12009.25926,33834.78261,55585.71429,177000,5000,7000,115,192,0.37582,0.6087,3891000,286758427.9
0.609090909,26,110,55709.09091,12134.65347,42555.55556,78564.10256,231000,6000,3000,144,309,0.30835,0.54167,6128000,365783419.8
0.718181818,25,110,77427.27273,11032.38342,58737.93103,86908.16327,484000,4000,7000,145,349,0.25483,0.67586,8517000,435530726.9
0.454545455,31,110,29890.90909,10307.21003,26731.70732,59781.81818,111000,4000,7000,123,137,0.4786,0.44715,3288000,164987086.2
0.718181818,21,110,64781.81818,15161.70213,63625,85855.42169,359000,5000,11000,112,257,0.32464,0.74107,7126000,585095331.9
0.709090909,21,110,72263.63636,15227.96935,71612.61261,99362.5,348000,5000,2000,111,257,0.30081,0.72072,7949000,758506471.5
0.727272727,18,110,61745.45455,16366.26506,62888.88889,82829.26829,310000,6000,8000,108,174,0.32143,0.75926,6792000,620894511.4
0.736363636,27,110,86054.54545,16491.2892,77590.16393,106359.5506,419000,5000,8000,122,374,0.2635,0.72951,9466000,833761704.1
0.336363636,22,110,34327.27273,9936.84211,28606.06061,72615.38462,109000,3000,5000,132,132,0.5259,0.39394,3776000,234064602.1
0.681818182,26,110,64445.45455,13007.33945,62734.51327,92064.93506,323000,5000,11000,113,263,0.23941,0.68142,7089000,463264651.9
0.572727273,18,110,67227.27273,15310.55901,62142.85714,107173.913,376000,6000,8000,119,187,0.34294,0.57983,7395000,726716631
0.518181818,27,110,59636.36364,15508.27423,52903.22581,105806.4516,305000,6000,2000,124,186,0.3949,0.5,6560000,639534884
0.7,28,110,89727.27273,15022.83105,75923.07692,107282.6087,1282000,7000,8000,130,326,0.26915,0.70769,9870000,933854660.9
0.381818182,31,110,49081.81818,15786.54971,37493.05556,96410.71429,228000,5000,2000,144,186,0.4472,0.38889,5399000,637470434.4
0.654545455,23,110,82118.18182,25956.89655,80651.78571,120440,431000,12000,11000,112,236,0.34251,0.66964,9033000,1291666725
0.636363636,13,110,90127.27273,13451.83175,86208.69565,130447.3684,343000,7000,15000,115,355,0.21536,0.66087,9914000,294818668.5
0.681818182,21,110,74100,16302,68495.79832,101887.5,318000,8000,9000,119,288,0.29455,0.67227,8151000,568852501
0.645454545,27,110,90745.45455,15769.35229,66546.66667,110911.1111,647000,7000,6000,150,377,0.27422,0.6,9982000,512225198.5
0.572727273,26,110,90590.90909,13286.66667,68253.42466,121524.3902,337000,5000,14000,146,444,0.24497,0.56164,9965000,494610636.4
0.654545455,24,110,65545.45455,12324.78632,52627.73723,80111.11111,414000,5000,5000,137,278,0.30787,0.65693,7210000,380315566.1
0.518181818,29,110,90163.63636,11935.01805,60109.09091,112704.5455,456000,4000,7000,165,441,0.28205,0.53333,9918000,416889748.2
0.454545455,31,110,48472.72727,9624.54874,45186.44068,95214.28571,316000,4000,2000,118,268,0.2928,0.47458,5332000,235497117.8
0.581818182,38,110,70509.09091,8656.25,59661.53846,102052.6316,301000,3500,6000,130,442,0.1949,0.58462,7756000,171714106.1
0.709090909,22,110,89800,18158.08824,88990.99099,120463.4146,325000,7000,5000,111,279,0.24612,0.73874,9878000,816619529.3
0.463636364,35,110,61309.09091,16570.02457,51876.92308,116275.8621,260000,4000,8000,130,249,0.35422,0.44615,6744000,895329444.1
0.527272727,29,110,90172.72727,13331.98925,62383.6478,120963.4146,318000,5000,1000,159,253,0.38499,0.51572,9919000,502822340
0.763636364,31,110,90681.81818,15113.63636,81097.56098,112078.6517,426000,8000,9000,123,440,0.22162,0.72358,9975000,535885398
0.440366972,29,109,75853.21101,17973.91304,77271.02804,162117.6471,311000,6000,2000,107,253,0.29235,0.47664,8268000,1020308686
0.609090909,31,110,66481.81818,13746.2406,54170.37037,96223.68421,378000,6000,8000,135,332,0.28723,0.56296,7313000,525153940.6
0.636363636,32,110,69845.45455,12574.46809,60496.06299,98500,395000,6000,4000,127,294,0.28285,0.61417,7683000,437677642.1
0.618181818,33,110,88000,12145.5458,50416.66667,89629.62963,623000,4000,9000,192,395,0.2986,0.5625,9680000,404589342.6
0.563636364,28,110,68909.09091,13298.24561,53758.86525,99736.84211,562000,3000,1000,141,392,0.27647,0.53901,7580000,908543582.2
0.736363636,25,110,90436.36364,12388.54296,73688.88889,106967.7419,431000,4000,11000,135,647,0.18342,0.68889,9948000,406986003.2
0.636363636,30,110,90381.81818,13453.31529,77069.76744,125848.1013,317000,4000,8000,129,371,0.24112,0.6124,9942000,542527289.1
0.70754717,18,106,71830.18868,13743.68231,64525.42373,92853.65854,289000,6000,2000,118,242,0.28434,0.69492,7614000,471706334.3
0.781818182,15,110,53172.72727,13114.34978,54157.40741,66465.90909,320000,6000,6000,108,288,0.28496,0.81481,5849000,368137456.5
0.541284404,29,109,88036.69725,13109.28962,82724.13793,149937.5,560000,4000,14000,116,612,0.16984,0.55172,9596000,490792417
0.572727273,21,110,63936.36364,13048.23748,61156.52174,104970.1493,306000,4000,6000,115,283,0.29487,0.58261,7033000,505086888.2
0.627272727,37,110,90245.45455,18589.88764,82041.32231,128922.0779,304000,8000,8000,121,290,0.23587,0.63636,9927000,716426239
0.6,35,110,60200,12661.56788,46633.80282,79783.13253,259000,5000,10000,142,270,0.34466,0.58451,6622000,461733903.3
0.818181818,19,110,89790.90909,13911.26761,87407.07965,108538.4615,972000,6000,17000,113,450,0.20215,0.80531,9877000,821900437
0.373831776,26,107,59467.28972,19760.86957,44496.5035,106050,180000,12000,11000,143,172,0.46129,0.41958,6363000,500076594.9
0.572727273,31,110,66881.81818,15553.91121,56592.30769,102180.5556,509000,6000,9000,130,272,0.34031,0.55385,7357000,634192532.3
0.454545455,30,110,70509.09091,13583.18739,63056.91057,131457.6271,327000,5000,6000,123,282,0.29009,0.47967,7756000,449910173
0.648148148,20,108,92527.77778,12429.10448,82586.77686,124912.5,497000,4000,1000,121,421,0.22202,0.66116,9993000,430633821.9
0.463636364,30,110,50127.27273,16558.55856,46728.81356,95068.96552,241000,5000,6000,118,183,0.37942,0.49153,5514000,867283458.2
0.654545455,26,110,89654.54545,16715.25424,70949.64029,118819.2771,482000,7000,6000,139,334,0.26577,0.59712,9862000,631039325.5
0.736363636,26,110,89545.45455,23014.01869,76356.58915,104787.234,864000,6000,6000,129,228,0.35537,0.72868,9850000,2099967016
0.6,28,110,90381.81818,10113.93693,80177.41935,129116.8831,360000,4000,6000,124,390,0.19225,0.62097,9942000,251754825.9
0.763636364,22,110,90136.36364,10931.64278,73444.44444,102216.4949,435000,3000,5000,135,531,0.1875,0.71852,9915000,682500840.9
0.372727273,21,110,69390.90909,22785.07463,73394.23077,177511.6279,328000,2000,8000,104,231,0.33227,0.41346,7633000,1759336902
0.645454545,44,110,90572.72727,22694.76082,96728.15534,140323.9437,673000,8000,7000,103,281,0.24939,0.68932,9963000,1540591548
0.509090909,24,110,64572.72727,15890.38031,59191.66667,118383.3333,375000,3000,6000,120,200,0.30848,0.5,7103000,687940871.4
0.654545455,28,110,81154.54545,12129.07609,67120.30075,108865.8537,580000,3000,7000,133,484,0.22391,0.61654,8927000,916128894.9
0.618181818,25,110,89354.54545,14224.31259,77393.70079,126012.8205,932000,5000,9000,127,289,0.26514,0.61417,9829000,910156857.3
0.672727273,17,110,61645.45455,14741.30435,56041.32231,83716.04938,196000,8000,13000,121,298,0.2995,0.66942,6781000,414959074.5
0.318181818,27,110,63709.09091,14360.65574,29078.83817,81488.37209,198000,2000,1000,241,182,0.57245,0.35685,7008000,611668428.3
0.730769231,34,104,50240.38462,14275.95628,42137.09677,60755.81395,198000,7000,6000,124,148,0.46617,0.69355,5225000,370512680.6
0.754545455,28,110,72563.63636,11720.99853,70637.16814,90704.54545,330000,5000,11000,113,332,0.24094,0.77876,7982000,341039690.8
